,0,1,2
65,Tom Watson,Yvette Cooper,717
66,Chuka Umunna,David Miliband,704
67,Chuka Umunna,Mary Creagh,686
68,Andy Burnham,Jim Murphy,677
69,David Cameron,Gordon Brown,662
70,Jeremy Corbyn,Mary Creagh,647
71,Jeremy Corbyn,Tony Blair,647
72,Dan Jarvis,Harriet Harman,634
73,Liz Kendall,Margaret Beckett,608
74,Andy Burnham,Stella Creasy,600
75,Dan Jarvis,Tony Blair,592
76,Chuka Umunna,Tom Watson,582
77,Dan Jarvis,Gordon Brown,563
78,Andy Burnham,Diane Abbott,556
79,Liz Kendall,Stella Creasy,554
80,Jim Murphy,Yvette Cooper,550
81,Ed Miliband,Jim Murphy,545
82,Ed Miliband,Len Mccluskey,545
83,Alan Johnson,Gordon Brown,544
84,David Cameron,Tom Watson,542
85,Stella Creasy,Yvette Cooper,535
86,Dan Jarvis,David Cameron,534
87,Len Mccluskey,Liz Kendall,531
88,Mary Creagh,Tony Blair,524
89,David Miliband,Harriet Harman,522
90,Andy Burnham,John Mann,521
91,John Mann,Yvette Cooper,521
92,Len Mccluskey,Yvette Cooper,517
93,Harriet Harman,Mary Creagh,517
94,David Miliband,Gordon Brown,517
95,Gordon Brown,Jeremy Corbyn,508
96,Diane Abbott,Jeremy Corbyn,502
97,Diane Abbott,Yvette Cooper,499
98,Ed Miliband,Stella Creasy,488
99,Hilary Benn,Yvette Cooper,479
100,David Cameron,Mary Creagh,477
101,Ed Miliband,John Mann,473
102,Alan Johnson,Liz Kendall,472
103,Hilary Benn,Liz Kendall,469
104,Nicky Morgan,Yvette Cooper,466
105,Andy Burnham,Rachel Reeves,464
106,Jim Murphy,Liz Kendall,464
107,Liz Kendall,Nicky Morgan,463
108,Andy Burnham,Nicky Morgan,459
109,John Mann,Liz Kendall,455
110,Alan Johnson,Chuka Umunna,450
111,David Cameron,Nicky Morgan,446
112,Harriet Harman,Margaret Beckett,444
113,Alan Johnson,Harriet Harman,439
114,Ed Miliband,Hilary Benn,438
115,Gordon Brown,John Mann,437
116,David Miliband,John Mann,432
117,David Miliband,Tom Watson,428
118,David Cameron,David Miliband,422
119,Jim Murphy,Len Mccluskey,419
120,Harriet Harman,Tom Watson,417
121,Jeremy Corbyn,Tom Watson,411
122,David Cameron,Nick Clegg,411
123,David Miliband,Tony Blair,403
124,Dan Jarvis,David Miliband,394
125,Diane Abbott,Ed Miliband,392
126,David Cameron,Diane Abbott,385
127,Andy Burnham,Hilary Benn,383
128,David Miliband,Jeremy Corbyn,380
129,Nick Clegg,Yvette Cooper,379
130,Ed Miliband,Nick Clegg,375
131,Andy Burnham,Philip Hammond,362
132,Diane Abbott,Liz Kendall,360
133,David Cameron,Philip Hammond,356
134,Tom Watson,Tony Blair,352
135,David Cameron,Nigel Farage,352
136,Margaret Beckett,Yvette Cooper,351
137,Ed Miliband,Vernon Coaker,351
138,Gordon Brown,Tom Watson,348
139,Rachel Reeves,Yvette Cooper,347
140,Dan Jarvis,John Mann,343
141,Andy Burnham,Margaret Beckett,343
142,Dan Jarvis,Tom Watson,340
143,Harriet Harman,John Mann,340
144,Caroline Flint,Yvette Cooper,340
145,Chuka Umunna,John Mann,339
146,Andy Burnham,Chris Leslie,339
147,David Cameron,John Mann,338
148,Chris Leslie,Yvette Cooper,336
149,John Prescott,Liz Kendall,334
150,John Prescott,Tony Blair,333
151,Jeremy Corbyn,Vernon Coaker,329
152,Chuka Umunna,Stella Creasy,328
153,Len Mccluskey,Mary Creagh,323
154,Liz Kendall,Patricia Hewitt,322
155,Chris Leslie,Liz Kendall,321
156,Ben Bradshaw,Yvette Cooper,319
157,Chris Leslie,Ed Miliband,317
158,Harriet Harman,Patricia Hewitt,316
159,Liz Kendall,Rachel Reeves,316
160,David Miliband,Stella Creasy,313
161,Jim Murphy,Mary Creagh,312
162,John Mann,Tony Blair,312
163,Diane Abbott,George Osborne,312
164,Harriet Harman,Jim Murphy,312
165,Ed Miliband,Margaret Hodge,311
166,Alastair Campbell,Andy Burnham,310
167,Alastair Campbell,Yvette Cooper,310
168,Chuka Umunna,Patricia Hewitt,309
169,John Mann,Tom Watson,309
170,Alastair Campbell,Ed Miliband,309
171,Jeremy Corbyn,Margaret Hodge,307
172,Diane Abbott,Harriet Harman,304
173,Andy Burnham,Margaret Hodge,302
174,Jeremy Corbyn,Len Mccluskey,301
175,Andy Burnham,Sadiq Khan,301
176,Liz Kendall,Margaret Hodge,301
177,Boris Johnson,David Cameron,301
178,Ed Miliband,Nigel Farage,300
179,Margaret Hodge,Yvette Cooper,300
180,Sadiq Khan,Yvette Cooper,299
181,Gordon Brown,Patricia Hewitt,297
182,Harriet Harman,Hilary Benn,297
183,Liz Kendall,Sadiq Khan,295
184,Chuka Umunna,Margaret Beckett,293
185,Douglas Alexander,Yvette Cooper,292
186,Andy Burnham,John Prescott,291
187,Alastair Campbell,Chuka Umunna,289
188,Andy Burnham,Nigel Farage,288
189,Douglas Alexander,Ed Miliband,288
190,Alan Johnson,Patricia Hewitt,287
191,Ed Miliband,Sadiq Khan,286
192,Andy Burnham,Caroline Flint,286
193,Jim Murphy,Tony Blair,284
194,Gordon Brown,Margaret Beckett,284
195,Nigel Farage,Yvette Cooper,284
196,John Smith,Yvette Cooper,283
197,Boris Johnson,Yvette Cooper,280
198,Chuka Umunna,George Osborne,280
199,Chuka Umunna,Jim Murphy,280
200,Andy Burnham,John Smith,279
201,Alastair Campbell,Liz Kendall,277
202,Alan Johnson,Margaret Beckett,277
203,Jeremy Corbyn,Sadiq Khan,277
204,Gordon Brown,John Mcdonnell Diane Abbott,275
205,Alan Johnson,John Mcdonnell Diane Abbott,275
206,Harriet Harman,John Mcdonnell Diane Abbott,275
207,Chuka Umunna,John Mcdonnell Diane Abbott,275
208,John Mcdonnell Diane Abbott,Liz Kendall,275
209,John Mcdonnell Diane Abbott,Patricia Hewitt,275
210,Margaret Beckett,Patricia Hewitt,274
211,Alan Johnson,Yvette Cooper,273
212,Philip Hammond,Yvette Cooper,272
213,John Smith,Liz Kendall,271
214,Caroline Flint,Tom Watson,271
215,David Cameron,Sadiq Khan,270
216,John Mcdonnell Diane Abbott,Margaret Beckett,270
217,Alastair Campbell,David Miliband,268
218,John Prescott,Yvette Cooper,268
219,Alan Johnson,Tony Blair,266
220,Caroline Flint,Liz Kendall,265
221,Chris Leslie,David Miliband,263
222,Helen Goodman,Yvette Cooper,263
223,David Cameron,Jim Murphy,261
224,Chris Leslie,Stella Creasy,261
225,Ed Miliband,Rachel Reeves,260
226,George Osborne,Sajid Javid,259
227,Andy Burnham,Julie Bailey,257
228,Andy Burnham,Douglas Alexander,257
229,Harriet Harman,Len Mccluskey,254
230,Harriet Harman,John Smith,253
231,Harriet Harman,Stella Creasy,252
232,John Smith,Mary Creagh,252
233,Julie Bailey,Yvette Cooper,252
234,Julie Bailey,Liz Kendall,251
235,Julie Bailey,Mary Creagh,250
236,Mary Creagh,Sadiq Khan,250
237,John Smith,Tony Blair,250
238,Alastair Campbell,Tom Watson,249
239,Liz Kendall,Philip Hammond,247
240,Caroline Flint,Ed Miliband,245
241,Dame Margaret Beckett,Harriet Harman,244
242,Helen Goodman,Liz Kendall,244
243,Dame Margaret Beckett,Yvette Cooper,244
244,Dame Margaret Beckett,Liz Kendall,243
245,Andy Burnham,Dame Margaret Beckett,243
246,John Smith,Julie Bailey,243
247,Harriet Harman,Julie Bailey,242
248,Dame Margaret Beckett,John Smith,242
249,Dame Margaret Beckett,Julie Bailey,242
250,Dame Margaret Beckett,Mary Creagh,242
251,John Prescott,Mary Creagh,242
252,David Bowie,Jeremy Corbyn,240
253,Harriet Harman,John Prescott,239
254,Jim Murphy,Rachel Reeves,237
255,Jeremy Corbyn,Sajid Javid,237
256,George Osborne,Tom Watson,236
257,Chuka Umunna,Douglas Alexander,235
258,Andy Burnham,Helen Goodman,229
259,Len Mccluskey,Rachel Reeves,229
260,Andy Burnham,David Lammy,228
261,David Miliband,Mary Creagh,227
262,Stella Creasy,Tom Watson,226
263,David Cameron,Sajid Javid,225
264,Julie Bailey,Tony Blair,225
265,David Lammy,Yvette Cooper,222
266,John Prescott,Julie Bailey,221
267,Nick Clegg,Nigel Farage,219
268,Harriet Harman,Sajid Javid,219
269,Queen Elizabeth,Yvette Cooper,218
270,Douglas Alexander,Harriet Harman,218
271,Vernon Coaker,Yvette Cooper,217
272,David Lammy,Liz Kendall,216
273,Dame Margaret Beckett,Tony Blair,216
274,Andy Burnham,Vernon Coaker,215
275,Alan Johnson,Ed Miliband,214
276,John Prescott,John Smith,214
277,Harriet Harman,Helen Goodman,214
278,Dame Margaret Beckett,John Prescott,212
279,David Lammy,Ed Miliband,211
280,Boris Johnson,Ed Miliband,208
281,Liz Kendall,Vernon Coaker,208
282,Harriet Harman,Nick Clegg,208
283,Chuka Umunna,Len Mccluskey,208
284,George Osborne,Helen Goodman,207
285,Andy Burnham,Ben Bradshaw,207
286,Alastair Campbell,Tony Blair,205
287,David Cameron,Michael Fallon,205
288,Caroline Lucas,Jeremy Corbyn,205
289,Tessa Jowell,Yvette Cooper,204
290,Liz Kendall,Tessa Jowell,203
291,Andy Burnham,Tessa Jowell,202
292,Chris Leslie,Chuka Umunna,202
293,Ed Miliband,Neil Kinnock,202
294,Jeremy Corbyn,Sam Fairbairn,202
295,Andy Burnham,Blairite Liz Kendall,202
296,David Cameron,Iain Duncan Smith,201
297,David Cameron,Margaret Thatcher,200
298,Ed Miliband,Tessa Jowell,200
299,Nicky Morgan,Philip Hammond,198
300,Len Mccluskey,Tony Blair,197
301,Andy Burnham,Sajid Javid,197
302,Chuka Umunna,Jeremy Corbyn,196
303,Caroline Flint,Chuka Umunna,195
304,Jeremy Corbyn,Sinn Fein Martin Mcguinness,193
305,Len Mccluskey,Sinn Fein Martin Mcguinness,193
306,Margaret Beckett,Mary Creagh,193
307,Ed Miliband,Michael Fallon,193
308,Alastair Campbell,David Cameron,192
309,Dan Jarvis,Mary Creagh,191
310,Blairite Liz Kendall,Yvette Cooper,191
311,Neil Kinnock,Yvette Cooper,191
312,Liz Kendall,Nick Clegg,190
313,Ian Kennedy,Yvette Cooper,190
314,Andy Burnham,Nigel Edwards,190
315,Hilary Benn,Jeremy Corbyn,189
316,Alastair Campbell,Harriet Harman,189
317,Mary Creagh,Tom Watson,189
318,Andy Burnham,Ian Kennedy,188
319,Alan Johnson,Dan Jarvis,187
320,Ian Kennedy,Liz Kendall,187
321,Jeremy Corbyn,Stella Creasy,187
322,Douglas Alexander,Liz Kendall,187
323,Ben Bradshaw,Caroline Flint,186
324,Caroline Flint,Mary Creagh,186
325,Andy Burnham,Iain Duncan Smith,186
326,Chris Leslie,Harriet Harman,186
327,George Osborne,Iain Duncan Smith,186
328,Blairite Liz Kendall,Ed Miliband,185
329,Len Mccluskey,Sam Fairbairn,184
330,Andy Burnham,Nick Clegg,183
331,Mary Creagh,Rachel Reeves,183
332,Diane Abbott,Tessa Jowell,183
333,Sajid Javid,Yvette Cooper,183
334,Ben Bradshaw,Liz Kendall,183
335,Diane Abbott,Mary Creagh,182
336,Greg Davies,Liz Kendall,180
337,David Lammy,Sadiq Khan,180
338,Chuka Umunna,Hilary Benn,179
339,David Cameron,Tessa Jowell,178
340,David Cameron,David Lammy,177
341,Ed Miliband,Helen Goodman,177
342,Alan Johnson,Andy Burnham,176
343,Andy Burnham,Bruce Keogh,176
344,Hilary Benn,Margaret Hodge,176
345,David Lammy,Diane Abbott,176
346,Sam Fairbairn,Sinn Fein Martin Mcguinness,175
347,Douglas Alexander,Hilary Benn,175
348,David Cameron,Ian Kennedy,175
349,Hilary Benn,Vernon Coaker,174
350,David Lammy,Jeremy Corbyn,174
351,Chris Leslie,Hilary Benn,174
352,Alastair Campbell,Gordon Brown,174
353,David Cameron,Nigel Edwards,173
354,Jeremy Corbyn,Tessa Jowell,173
355,David Miliband,Douglas Alexander,172
356,Andy Burnham,Neil Kinnock,172
357,Bruce Keogh,David Cameron,170
358,Gordon Brown,Stella Creasy,169
359,Caroline Lucas,Len Mccluskey,169
360,Chris Leslie,Douglas Alexander,169
361,Gordon Brown,Jim Murphy,169
362,Jeremy Corbyn,Kate Hudson,167
363,Kate Hudson,Len Mccluskey,167
364,David Cameron,Vernon Coaker,167
365,Bruce Keogh,Nigel Edwards,166
366,Ian Kennedy,Nicky Morgan,166
367,John Healey,Yvette Cooper,166
368,Alex Salmond,David Cameron,166
369,Alex Salmond,Yvette Cooper,166
370,Diane Abbott,Sadiq Khan,166
371,David Cameron,Queen Elizabeth,165
372,Sadiq Khan,Tessa Jowell,165
373,Andy Burnham,John Healey,165
374,Caroline Flint,Jeremy Corbyn,165
375,Jeremy Corbyn,Margaret Thatcher,165
376,Caroline Lucas,Sam Fairbairn,164
377,Harriet Harman,Rachel Reeves,164
378,Alastair Campbell,Dan Jarvis,164
379,Margaret Hodge,Vernon Coaker,164
380,Kate Hudson,Sinn Fein Martin Mcguinness,164
381,John Healey,Liz Kendall,164
382,Alan Johnson,David Cameron,163
383,Ed Miliband,John Healey,162
384,David Miliband,Hilary Benn,162
385,Andy Burnham,Stella Creasy Walthamstow,162
386,Ben Bradshaw,Ed Miliband,161
387,Hilary Benn,Stella Creasy,161
388,Margaret Hodge,Stella Creasy Walthamstow,161
389,Kate Hudson,Sam Fairbairn,161
390,Hilary Benn,Stella Creasy Walthamstow,161
391,Stella Creasy Walthamstow,Vernon Coaker,161
392,Ed Miliband,Stella Creasy Walthamstow,161
393,Jeremy Corbyn,Stella Creasy Walthamstow,161
394,Nick Clegg,Tim Farron,161
395,Stella Creasy Walthamstow,Yvette Cooper,161
396,Liz Kendall,Stella Creasy Walthamstow,161
397,Douglas Alexander,Stella Creasy,160
398,Liz Kendall,Rushanara Ali Bethnal,160
399,Andy Burnham,Rushanara Ali Bethnal,160
0,National Executive Committee,Twitter,278
1,Labour Party,Scottish National Party,269
2,Charlotte Church,National Health Service,252
3,Labour Party,Parliamentary Labour Party,251
4,National Health Service,Royal Bank,240
5,National Health Service,Union Jack,240
6,Royal Bank,Union Jack,239
7,Charlotte Church,Royal Bank,238
8,Charlotte Church,Union Jack,237
9,Institute For Fiscal Studies,National Living Wage,207
10,Labour Party,Queen Mary University Of London,197
11,International Development,Parliamentary Standards Authority Ipsa,182
12,European Union,Labour Party,175
13,Labour Party,Office For Budget Responsibility,174
14,Parliamentary Labour Party,Public Accounts Committee,173
15,People Assembly,Singer Charlotte Church,172
16,Labour Party,Welsh Assembly,172
17,Association Ltd,Labour Party,171
18,Campaign For Nuclear Disarmament,War Coalition,168
19,People Assembly,War Coalition,162
20,Labour Party,Twitter,162
21,Campaign For Nuclear Disarmament,Singer Charlotte Church,162
22,Campaign For Nuclear Disarmament,People Assembly,161
23,Labour Party,Scottish Parliament Ms Kendall,160
24,Scottish Parliament Ms Kendall,Welsh Assembly,160
25,Charlotte Church,People Assembly Against Austerity,159
26,Singer Charlotte Church,War Coalition,158
27,Labour Party,National Living Wage,155
28,Labour Party,People Assembly,154
29,Labour Party,War Coalition,148
30,Electoral Reform Society,Labour Party,145
31,Campaign For Nuclear Disarmament,Labour Party,143
32,National Health Service,Parliament Sq,141
33,Parliament Sq,Royal Bank,141
34,Parliament Sq,Union Jack,141
35,Charlotte Church,Parliament Sq,141
36,European Union,Scottish National Party,139
37,Labour Party,Singer Charlotte Church,131
38,Labour Party,Reuters,130
39,Green Party,Labour Party,130
40,Charlotte Church,Parliament Square,117
41,British Medical Association,Royal College Of Nursing,113
42,Facebook,Labour Party,110
43,Opening Of Parliament,Royal Commission,109
44,Queen Mary University Of London,Scottish National Party,109
45,National Health Service,Parliament Square,97
46,National Health Service,People Assembly Against Austerity,95
47,People Assembly Against Austerity,Union Jack,95
48,Charlotte Church,Labour Party,95
49,People Assembly Against Austerity,Royal Bank,94
50,Charlotte Church,Green Party,94
51,Parliament Square,People Assembly Against Austerity,91
52,Green Party,Scottish National Party,91
53,Labour Party,United States,89
54,Parliament Square,Royal Bank,89
55,Labour Party,Union Congress,89
56,Queen Mary University Of London,University Of Edinburgh,88
57,Labour Party,University Of Edinburgh,88
58,Parliament Square,Union Jack,87
59,European Union,Green Party,86
60,Commons Member Expenses Committee,Parliamentary Standards Authority,85
61,Britain Labour Party,Scottish National Party,83
62,Labour Party,Shadow Health,82
63,International Rescue Committee,Labour Party,81
64,Cnn,Labour Party,79
65,Green Party,Twitter,78
66,My Regeneration,Prince Regeneration,77
67,Affordable Rural Housing Initiative,Supreme Court,77
68,Affordable Rural Housing Initiative,My Regeneration,76
69,English Labour Party,Labour Party,76
70,Affordable Rural Housing Initiative,Prince Regeneration,76
71,Prince Regeneration,Supreme Court,76
72,My Regeneration,Supreme Court,76
73,Cnn,International Rescue Committee,75
74,Parliamentary Standards Authority Ipsa,Twitter,71
75,Facebook,Twitter,71
76,Office For Budget Responsibility,Parliamentary Labour Party,70
77,European Parliament,Twitter,66
78,Green Party,People Assembly Against Austerity,66
79,European Union,Green Mps In Parliament,65
80,Green Mps In Parliament,Green Party,65
81,Labour Party,People Assembly Against Austerity,64
82,Green Mps In Parliament,Scottish National Party,64
83,Charlotte Church,Union Congress,61
84,Green Party,Union Congress,61
85,Ep European Parliament,Twitter,60
86,European Parliament,Green Party,60
87,European Parliament,Investment Partnership,60
88,Home Office,Serco,59
89,Ep European Parliament,European Parliament,58
90,Ipcc,Police Complaints Commission,57
91,Associated Press,Labour Party,57
92,Labour Party,National Union Of Students,56
93,Charlotte Church,People Assembly,55
94,Green Party,Investment Partnership,55
95,Charlotte Church,Coalition In Order To,55
96,Ep European Parliament,Green Party,54
97,Investment Partnership,Twitter,54
98,Charlotte Church,Even The Police,54
99,People Assembly Against Austerity,Union Congress,53
100,Association Ltd,European Union,53
101,Ep European Parliament,Investment Partnership,53
102,European Union,Yougov,53
103,Coalition In Order To,Even The Police,53
104,European Union,Reuters,53
105,Ipcc,Justice Campaign,52
106,Labour Party,National Insurance,52
107,Labour Party,National Health Service,51
108,Associated Press,Queen Mary University Of London,51
109,Associated Press,Scottish National Party,49
110,European Party,European Union,49
111,European Commission,European Union,48
112,National Insurance,National Union Of Students,47
113,European Union,United States,46
114,European Union,Twitter,46
115,Labour Party,Scottish Labour Party,45
116,Scottish National Party,Yougov,45
117,Reuters,Union Congress,44
118,Green Party,Yougov,44
119,Pensions Committee,Pensions Select Committee,43
120,Charlotte Church,Pensions Committee,43
121,Justice Campaign,Police Complaints Commission,43
122,Charlotte Church,Pensions Select Committee,43
123,Association Ltd,Parliamentary Labour Party,41
124,Foreign Office,Home Affairs Select Committee,41
125,Green Mps In Parliament,Yougov,40
126,A Home Office,Justice Campaign,38
127,A Home Office,Ipcc,38
128,Labour Party,United Kingdom Independence Party,38
129,Labour Party,New York Times,38
130,Green Party,Reuters,37
131,Labour Party,Scottish Parliament,36
132,Association Of Directors Of Adult Social Services,Better Care Fund,36
133,Charlotte Church,Reuters,36
134,Better Care Fund,King Fund,36
135,Association Of Directors Of Adult Social Services,King Fund,36
136,Foreign Office,International Development,35
137,Home Affairs Select Committee,International Development,35
138,A Home Office,Police Complaints Commission,35
139,Britain Labour Party,Labour Party,35
140,Foreign Office,Parliamentary Standards Authority Ipsa,34
141,Home Affairs Select Committee,Parliamentary Standards Authority Ipsa,34
142,European Union,Scottish Parliament,33
143,Parliament Square,People Assembly,33
144,British Labour Party,Labour Party,33
145,Labour Party,National Executive Committee,32
146,Labour Party,Yougov,31
147,Association Ltd,Twitter,30
148,People Assembly Against Austerity,Reuters,30
149,Associated Press,University Of Edinburgh,29
150,Scottish Parliament,Twitter,29
151,Reuters,Scottish National Party,29
152,European Union,United Kingdom Independence Party,28
153,Associated Press,Britain Labour Party,27
154,Scottish National Party,United Kingdom Independence Party,27
155,New York Times,United States,27
156,Twitter,United States,27
157,Scottish National Party,Twitter,27
158,Labour Party,White House,27
159,Labour Party,Smith Commission,26
160,European Union,National Health Service,26
161,Parliamentary Labour Party,Twitter,26
162,European Commission,Twitter,26
163,Scottish Parliament,Smith Commission,26
164,Labour Party,United Kingdom Labour Party,25
165,National Health Service,Scottish National Party,24
166,British Medical Association,King Fund,24
167,Department Of Culture,Health Secretary,24
168,Association Ltd,National Living Wage,24
169,European Scrutiny Committee,Labour Party,23
170,Green Party,Strathclyde University,23
171,Health Secretary,Watford Grammar School For Girls,23
172,Associated Press,Supreme Court,23
173,United States,White House,23
174,Department Of Culture,Watford Grammar School For Girls,23
175,Association Of Meinungsforschungsinstitute,Party Leaders,23
176,European Commission,Scottish Parliament,23
177,Labour Party,Oxford University,23
178,Scottish Labour Party,United Kingdom Labour Party,23
179,Scottish National Party,Strathclyde University,23
180,Green Mps In Parliament,Strathclyde University,23
181,European Union,Strathclyde University,23
182,Labour Party,Leader Of The Labour Party,22
183,European Union,New York Times,22
184,Green Party,People Assembly,22
185,Home Office,Labour Party,22
186,Labour Party,Young,22
187,Labour Party,Parliament Square,22
188,United Nations,United States,22
189,European Parliament,Labour Party,21
190,Green Party,National Health Service,21
191,Twitter,United Kingdom Independence Party,21
192,Even The Police,Scotland Chalotte Church,20
193,Charlotte Church,Scotland Chalotte Church,20
194,Labour Party,Youtube,20
195,Labour Party,Tory Party,19
196,Association Ltd,Supreme Court,19
197,Coalition In Order To,Scotland Chalotte Church,19
198,Democratic Party,United States,19
199,Labour Party,Ministry Of Justice,19
200,Cabinet Office,Labour Party,19
201,Advertising Department,Labour Party,19
202,European Union,Facebook,19
203,Green Party,United States,18
204,New York Times,Twitter,18
205,Association Ltd,European Scrutiny Committee,18
206,Democratic Party,Labour Party,18
207,Facebook,United States,18
208,Nasdaq,News Network,17
209,National Executive Committee,Parliamentary Labour Party,17
210,Shadow Health,Shadow International Development,17
211,Twitter,White House,17
212,News Network,Yahoo,17
213,Arriva,Labour Party,17
214,Campaign Group,Labour Party,17
215,New York Times,White House,17
216,Twitter,United Kingdom Parliament,17
217,Ipcc,National Union Of Mineworkers,17
218,Confederation Of British Industry,European Union,17
219,Nasdaq,Yahoo,17
220,Britain Labour Party,British Labour Party,17
221,Twitter,Young,16
222,Google,Labour Party,16
223,European Commission,United Kingdom Parliament,16
224,Department For Education,Facebook,16
225,European Union,Smith Commission,16
226,Smith Commission,United States,16
227,Arriva,British Labour Party,16
228,Green Party,Parliament Square,16
229,European Union,United Kingdom Parliament,16
230,British Labour Party,Scottish National Party,16
231,Reuters,Twitter,16
232,Department For Education,Labour Party,16
233,Oxford University,Parliamentary Labour Party,16
234,Labour Party,Network Rail,16
235,Oxford University,Twitter,16
236,Arriva,Scottish National Party,15
237,Google,Youtube,15
238,Cabinet Office,Facebook,15
239,National Living Wage,Office For Budget Responsibility,15
240,Members Of Parliament,Parliamentary Standards Authority,15
241,Parliament Square,Young,15
242,Supreme Court,United States,15
243,National Health Service,United Kingdom Independence Party,15
244,Cabinet Office,Department For Education,15
245,National Living Wage,Twitter,15
246,Labour Party,Shell,15
247,Arriva,Britain Labour Party,15
248,European Commission,Labour Party,15
249,European Union,White House,15
250,Labour Party,Royal Mail,15
251,National Health Service,United States,15
252,Facebook,Ministry Of Justice,15
253,Scottish National Party,United States,15
254,European Convention On Human Rights,European Court,15
255,Labour Party,Watford Grammar School For Girls,15
256,British Labour Party,Reuters,15
257,Association Ltd,Campaign Group,15
258,Department For Education,Ministry Of Justice,15
259,European Parliament,European Union,15
260,It To Be Run A Office,Party A Social Democrats,14
261,Michael A Office,United Kingdom Party,14
262,A European Council Donald Tusk,Parliament A Country,14
263,European Commission,Health Andy,14
264,A European Council Donald Tusk,United Kingdom Parliament,14
265,Labour Party,Standards Organisation Editor Code Of Practice,14
266,European Union,Health Andy,14
267,Facebook,Green Party,14
268,It To Be Run A Office,Parliament A Country,14
269,Twitter,United Kingdom Party,14
270,A European Council Donald Tusk,It To Be Run A Office,14
271,European Union,Parliament A Country,14
272,A European Council Donald Tusk,European Commission,14
273,Michael A Office,Twitter,14
274,It To Be Run A Office,United Kingdom Parliament,14
275,Health Andy,United Kingdom Party,14
276,European Union,United Kingdom Party,14
277,Reuters,United States,14
278,Ministry Of Justice,Territorial Army,14
279,Michael A Office,Party A Social Democrats,14
280,Parliament A Country,United Kingdom Party,14
281,Michael A Office,Parliament A Country,14
282,Department For Business,Migration Advisory Committee,14
283,Cabinet Office,Ministry Of Justice,14
284,European Commission,Parliament A Country,14
285,Health Andy,Twitter,14
286,United Kingdom Parliament,United Kingdom Party,14
287,Labour Party,Shadow International Development,14
288,Charlotte Church,Parliament Of Westminster,14
289,Party A Social Democrats,United Kingdom Party,14
290,A European Council Donald Tusk,United Kingdom Party,14
291,European Commission,United Kingdom Party,14
292,Facebook,People Assembly,14
293,Institute Of Economic Affairs,Labour Party,14
294,A European Council Donald Tusk,Michael A Office,14
295,Shell,Territorial Army,14
296,European Union,Michael A Office,14
297,Michael A Office,United Kingdom Parliament,14
298,Office For Budget Responsibility,Twitter,14
299,Department For,Department For Education,14
300,Party A Social Democrats,Twitter,14
301,European Union,Party A Social Democrats,14
302,Health Andy,It To Be Run A Office,14
303,Health Andy,Party A Social Democrats,14
